id,lat,lon
0,15.80012072628986,101.22280142166176
1,15.80012072628986,101.25084232580457
2,15.80012072628986,101.3069241340902
3,15.80012072628986,101.44712865480426
4,15.80012072628986,101.5312513672327
5,15.80012072628986,101.58733317551832
6,15.80012072628986,101.61537407966114
7,15.80012072628986,101.9238240252322
8,15.80012072628986,101.951864929375
9,15.80012072628986,102.00794673766063
10,15.80012072628986,102.03598764180344
11,15.80012072628986,102.23227397080313
12,15.80012072628986,102.26031487494595
13,15.80012072628986,102.28835577908876
14,15.80012072628986,102.34443758737439
15,15.80012072628986,102.45660120394575
16,15.80012072628986,102.68092843708837
17,15.80012072628986,102.70896934123118
18,15.80012072628986,102.84917386194525
19,15.80012072628986,102.90525567023087
20,15.773141078919853,101.25083298726395
21,15.773141078919853,101.53120466731866
22,15.773141078919853,101.5592418353242
23,15.773141078919853,101.64335333934059
24,15.773141078919853,101.67139050734613
25,15.773141078919853,101.83961351537937
26,15.773141078919853,101.92372501939599
27,15.773141078919853,101.97979935540707
28,15.773141078919853,102.03587369141815
29,15.773141078919853,102.06391085942357
30,15.773141078919853,102.17605953144562
31,15.773141078919853,102.20409669945116
32,15.773141078919853,102.40035687548959
33,15.773141078919853,102.56857988352249
34,15.773141078919853,102.62465421953357
35,15.773141078919853,102.65269138753911
36,15.773141078919853,102.68072855554465
37,15.773141078919853,102.70876572355019
38,15.773141078919853,102.73680289155573
39,15.773141078919853,102.84895156357766
40,15.773141078919853,102.87698873158308
41,15.746161431549625,101.61525837477052
42,15.746161431549625,101.72739213108503
43,15.746161431549625,101.78345900924228
44,15.746161431549625,101.83952588739953
45,15.746161431549625,101.95165964371404
46,15.746161431549625,102.00772652187129
47,15.746161431549625,102.06379340002854
48,15.746161431549625,102.09182683910717
49,15.746161431549625,102.26002747357893
50,15.746161431549625,102.28806091265756
51,15.746161431549625,102.31609435173618
52,15.746161431549625,102.42822810805069
53,15.746161431549625,102.62446218160107
54,15.746161431549625,102.6524956206797
